id	Group
AT2_1_1	Young-Young
AT2_1_2	Young-Young
AT2_1_7	Young-Young
AT2_1_8	Young-Young
AT2_2_10	Young-Young
AT2_2_3	Young-Young
AT2_2_4	Young-Young
AT2_2_9	Young-Young
AT2_3_5	Young-Young
AT2_3_6	Young-Young
AT2_1_5	Young-Old
AT2_2_7	Young-Old
AT2_3_3	Young-Old
AT2_1_6	Young-Old
AT2_2_8	Young-Old
AT2_3_10	Young-Old
AT2_3_4	Young-Old
AT2_1_3	Old-Old
AT2_1_4	Old-Old
AT2_2_5	Old-Old
AT2_2_6	Old-Old
AT2_3_1	Old-Old
AT2_3_2	Old-Old
AT2_3_7	Old-Old
AT2_3_8	Old-Old
