gene	cluster
ENSG00000127415	5
ENSG00000127418	1
ENSG00000127507	3
ENSG00000127511	5
ENSG00000127603	2
ENSG00000127616	1
ENSG00000127663	4
ENSG00000127824	2
ENSG00000127838	2
ENSG00000127914	5
ENSG00000127951	2
ENSG00000128016	3
ENSG00000128050	2
ENSG00000128245	5
ENSG00000128268	5
ENSG00000128335	1
ENSG00000128383	1
ENSG00000128487	2
ENSG00000128512	3
ENSG00000128563	1
ENSG00000128590	3
ENSG00000128595	2
ENSG00000128699	1
ENSG00000128731	1
ENSG00000128928	5
ENSG00000128989	4
ENSG00000129028	5
ENSG00000129103	5
ENSG00000129128	4
ENSG00000129158	4
ENSG00000129226	4
ENSG00000129315	4
ENSG00000129351	2
ENSG00000129465	5
ENSG00000129538	2
ENSG00000129562	4
ENSG00000129566	1
ENSG00000129991	4
ENSG00000130052	2
ENSG00000130147	5
ENSG00000130203	1
ENSG00000130208	5
ENSG00000130222	2
ENSG00000130254	1
ENSG00000130303	1
ENSG00000130338	5
ENSG00000130340	3
ENSG00000130396	5
ENSG00000130402	5
ENSG00000130429	1
ENSG00000130449	3
ENSG00000130487	1
ENSG00000130559	5
ENSG00000130720	4
ENSG00000130723	5
ENSG00000130726	1
ENSG00000130741	4
ENSG00000130770	1
ENSG00000130775	5
ENSG00000130816	1
ENSG00000130830	2
ENSG00000130985	2
ENSG00000131002	1
ENSG00000131016	3
ENSG00000131018	2
ENSG00000131126	4
ENSG00000131143	1
ENSG00000131171	4
ENSG00000131187	1
ENSG00000131242	5
ENSG00000131355	5
ENSG00000131378	3
ENSG00000131389	5
ENSG00000131401	5
ENSG00000131408	5
ENSG00000131471	5
ENSG00000131480	4
ENSG00000131504	5
ENSG00000131508	4
ENSG00000131669	3
ENSG00000131724	4
ENSG00000131759	5
ENSG00000131873	2
ENSG00000131876	4
ENSG00000131979	3
ENSG00000131981	5
ENSG00000132002	3
ENSG00000132109	1
ENSG00000132170	5
ENSG00000132274	1
ENSG00000132294	4
ENSG00000132300	1
ENSG00000132326	5
ENSG00000132334	3
ENSG00000132357	2
ENSG00000132471	5
ENSG00000132507	2
ENSG00000132510	3
ENSG00000132514	3
ENSG00000132530	1
ENSG00000132581	1
ENSG00000132589	5
ENSG00000132612	1
ENSG00000132613	1
ENSG00000132635	5
ENSG00000132664	1
ENSG00000132669	2
ENSG00000132780	1
ENSG00000132938	1
ENSG00000132965	5
ENSG00000133048	1
ENSG00000133106	1
ENSG00000133112	4
ENSG00000133142	1
ENSG00000133195	1
ENSG00000133216	2
ENSG00000133318	5
ENSG00000133561	1
ENSG00000133574	1
ENSG00000133606	5
ENSG00000133639	3
ENSG00000133657	3
ENSG00000133731	1
ENSG00000133789	2
ENSG00000133800	2
ENSG00000133805	3
ENSG00000133816	2
ENSG00000133872	5
