gene	cluster
ENSG00000126790	1
ENSG00000127507	3
ENSG00000127603	1
ENSG00000127824	3
ENSG00000127838	2
ENSG00000127951	1
ENSG00000127957	2
ENSG00000128050	2
ENSG00000128245	5
ENSG00000128487	2
ENSG00000128699	1
ENSG00000129103	5
ENSG00000129353	5
ENSG00000129534	5
ENSG00000129538	2
ENSG00000129562	2
ENSG00000130052	2
ENSG00000130208	5
ENSG00000130303	5
ENSG00000130338	5
ENSG00000130487	1
ENSG00000130592	5
ENSG00000130723	5
ENSG00000130770	1
ENSG00000130816	1
ENSG00000131018	2
ENSG00000131378	3
ENSG00000131389	5
ENSG00000131401	5
ENSG00000131504	5
ENSG00000131508	2
ENSG00000131759	5
ENSG00000131979	1
ENSG00000131981	5
ENSG00000132274	1
ENSG00000132300	1
ENSG00000132326	5
ENSG00000132507	2
ENSG00000132514	2
ENSG00000132530	1
ENSG00000132589	5
ENSG00000132635	5
ENSG00000132669	1
ENSG00000132780	1
ENSG00000132938	1
ENSG00000132965	5
ENSG00000133106	1
ENSG00000133112	4
ENSG00000133216	1
ENSG00000133561	1
ENSG00000133574	1
ENSG00000133639	3
ENSG00000133657	3
ENSG00000133704	5
ENSG00000133805	3
ENSG00000133816	2
ENSG00000133872	5
ENSG00000134061	2
ENSG00000134072	2
ENSG00000134152	3
ENSG00000134247	5
ENSG00000134256	5
ENSG00000134321	1
ENSG00000134333	2
ENSG00000134375	2
ENSG00000134531	2
ENSG00000134602	3
ENSG00000134755	4
ENSG00000134900	1
ENSG00000134970	4
ENSG00000135047	2
ENSG00000135048	3
ENSG00000135074	3
ENSG00000135077	1
ENSG00000135090	5
ENSG00000135094	3
ENSG00000135269	3
ENSG00000135363	1
ENSG00000135624	2
ENSG00000135636	2
ENSG00000135679	1
ENSG00000135838	2
ENSG00000135899	1
ENSG00000135926	5
ENSG00000135929	5
ENSG00000135956	5
ENSG00000136010	2
ENSG00000136040	3
ENSG00000136044	1
ENSG00000136068	2
ENSG00000136111	5
ENSG00000136147	1
ENSG00000136156	5
ENSG00000136160	2
ENSG00000136231	1
ENSG00000136295	2
ENSG00000136490	2
ENSG00000136630	3
ENSG00000136689	3
ENSG00000136810	4
ENSG00000136826	4
ENSG00000136830	2
ENSG00000136867	4
ENSG00000136960	1
ENSG00000136997	2
ENSG00000137193	2
ENSG00000137265	3
ENSG00000137266	1
ENSG00000137288	1
ENSG00000137309	2
ENSG00000137331	3
ENSG00000137462	3
ENSG00000137494	5
ENSG00000137575	3
ENSG00000137628	1
ENSG00000137672	5
ENSG00000137766	4
ENSG00000137818	4
ENSG00000137834	5
ENSG00000137841	5
ENSG00000137959	1
ENSG00000137965	1
ENSG00000138080	2
ENSG00000138448	3
ENSG00000138449	2
ENSG00000138496	1
ENSG00000138640	1
ENSG00000138646	1
ENSG00000138756	2
ENSG00000138758	5
ENSG00000138760	1
ENSG00000138821	3
ENSG00000139132	1
ENSG00000139211	5
ENSG00000139289	3
ENSG00000139572	3
ENSG00000139624	2
ENSG00000139629	5
ENSG00000139644	4
ENSG00000139679	2
ENSG00000139974	2
ENSG00000140092	1
ENSG00000140262	2
ENSG00000140386	1
ENSG00000140416	1
ENSG00000140830	2
ENSG00000140836	5
ENSG00000140853	1
ENSG00000140961	2
ENSG00000140988	4
ENSG00000141458	2
ENSG00000141503	5
ENSG00000141506	3
ENSG00000141543	2
ENSG00000141655	2
ENSG00000141753	2
ENSG00000141858	1
ENSG00000142089	1
ENSG00000142185	2
ENSG00000142208	5
ENSG00000142227	2
ENSG00000142507	1
ENSG00000142512	2
ENSG00000142541	4
ENSG00000142599	1
ENSG00000143067	3
ENSG00000143153	5
ENSG00000143179	2
ENSG00000143322	3
ENSG00000143344	2
ENSG00000143369	2
ENSG00000143442	1
ENSG00000143514	3
ENSG00000143515	2
ENSG00000143549	2
ENSG00000143621	2
ENSG00000143622	3
ENSG00000143702	2
ENSG00000143815	2
ENSG00000143851	2
ENSG00000143870	2
ENSG00000143889	1
ENSG00000144136	3
ENSG00000144468	5
ENSG00000144597	3
ENSG00000144668	3
ENSG00000144711	5
ENSG00000144843	5
ENSG00000144909	5
ENSG00000145050	2
ENSG00000145107	2
ENSG00000145335	2
ENSG00000145555	2
ENSG00000145592	4
ENSG00000145685	2
ENSG00000145723	2
ENSG00000145741	4
ENSG00000145743	5
ENSG00000145819	2
ENSG00000145860	3
ENSG00000145901	3
ENSG00000145936	1
ENSG00000146054	1
ENSG00000146070	2
ENSG00000146083	5
ENSG00000146278	3
ENSG00000146409	2
ENSG00000146540	1
ENSG00000146592	1
ENSG00000146731	2
ENSG00000147065	3
ENSG00000147443	5
ENSG00000147488	3
ENSG00000147650	2
ENSG00000148082	5
ENSG00000148154	3
ENSG00000148248	2
ENSG00000148303	4
ENSG00000148400	5
ENSG00000148459	2
ENSG00000148572	5
ENSG00000148730	5
ENSG00000149115	3
ENSG00000149262	1
ENSG00000149289	3
ENSG00000149428	2
ENSG00000149798	3
ENSG00000149923	1
ENSG00000149925	4
ENSG00000149929	5
ENSG00000149932	1
ENSG00000150347	3
ENSG00000150593	5
ENSG00000150637	3
ENSG00000150760	5
ENSG00000150907	5
ENSG00000151364	1
ENSG00000151491	2
ENSG00000151650	2
ENSG00000151651	3
ENSG00000151726	3
ENSG00000151893	4
ENSG00000151929	3
ENSG00000152127	5
ENSG00000152242	2
ENSG00000152291	5
ENSG00000152518	5
ENSG00000152766	1
ENSG00000153071	2
ENSG00000153208	2
ENSG00000153234	3
ENSG00000153250	2
ENSG00000153310	2
ENSG00000153560	1
ENSG00000154065	2
ENSG00000154447	2
ENSG00000154511	1
ENSG00000154582	2
ENSG00000154760	1
ENSG00000154767	1
ENSG00000154813	1
ENSG00000155115	2
ENSG00000155313	5
ENSG00000155561	1
ENSG00000155660	2
ENSG00000155849	5
ENSG00000156127	3
ENSG00000156384	4
ENSG00000156675	5
ENSG00000156709	2
ENSG00000157193	2
ENSG00000157353	1
ENSG00000157557	3
ENSG00000157601	1
ENSG00000158481	2
ENSG00000158882	1
ENSG00000158985	2
ENSG00000159335	5
ENSG00000159399	5
ENSG00000159692	1
ENSG00000160014	2
ENSG00000160179	5
ENSG00000160213	4
ENSG00000160593	5
ENSG00000160883	1
ENSG00000160932	1
ENSG00000161513	1
ENSG00000161533	5
ENSG00000161835	3
ENSG00000161921	5
ENSG00000162337	1
ENSG00000162434	3
ENSG00000162496	5
ENSG00000162511	4
ENSG00000162512	1
ENSG00000162522	5
ENSG00000162599	5
ENSG00000162614	1
ENSG00000162704	2
ENSG00000162739	1
ENSG00000162745	2
ENSG00000162813	5
ENSG00000163162	5
ENSG00000163171	5
ENSG00000163251	2
ENSG00000163297	2
ENSG00000163378	5
ENSG00000163399	3
ENSG00000163412	2
ENSG00000163513	5
ENSG00000163565	1
ENSG00000163597	4
ENSG00000163606	2
ENSG00000163636	2
ENSG00000163683	5
ENSG00000163735	3
ENSG00000163823	2
ENSG00000163840	1
ENSG00000163931	5
ENSG00000163947	1
ENSG00000164023	5
ENSG00000164088	1
ENSG00000164125	2
ENSG00000164151	1
ENSG00000164266	4
ENSG00000164292	2
ENSG00000164587	4
ENSG00000164919	1
ENSG00000165175	4
ENSG00000165322	1
ENSG00000165338	1
ENSG00000165389	2
ENSG00000165457	1
ENSG00000165671	1
ENSG00000165732	3
ENSG00000165801	2
ENSG00000165914	5
ENSG00000165949	1
ENSG00000166033	2
ENSG00000166068	2
ENSG00000166224	2
ENSG00000166394	5
ENSG00000166451	5
ENSG00000166477	1
ENSG00000166501	2
ENSG00000166557	5
ENSG00000166598	2
ENSG00000166716	5
ENSG00000166794	2
ENSG00000166900	3
ENSG00000166913	5
ENSG00000166927	5
ENSG00000166963	1
ENSG00000167004	2
ENSG00000167074	5
ENSG00000167173	3
ENSG00000167261	5
ENSG00000167460	3
ENSG00000167468	5
ENSG00000167526	4
ENSG00000167535	5
ENSG00000167553	2
ENSG00000167600	3
ENSG00000167601	5
ENSG00000167658	4
ENSG00000167680	3
ENSG00000167721	1
ENSG00000167994	2
ENSG00000168036	4
ENSG00000168062	1
ENSG00000168071	5
ENSG00000168152	4
ENSG00000168209	3
ENSG00000168214	2
ENSG00000168268	2
ENSG00000168273	1
ENSG00000168298	2
ENSG00000168300	5
ENSG00000168329	3
ENSG00000168394	1
ENSG00000168546	2
ENSG00000168685	3
ENSG00000168792	5
ENSG00000168813	2
ENSG00000168818	1
ENSG00000168899	1
ENSG00000168906	2
ENSG00000169018	2
ENSG00000169032	3
ENSG00000169245	1
ENSG00000169359	2
ENSG00000169385	2
ENSG00000169439	3
ENSG00000169508	3
ENSG00000169756	3
ENSG00000169860	2
ENSG00000169896	2
ENSG00000169902	2
ENSG00000169919	5
ENSG00000170004	2
ENSG00000170006	3
ENSG00000170145	5
ENSG00000170296	2
ENSG00000170340	1
ENSG00000170439	2
ENSG00000170502	1
ENSG00000170525	3
ENSG00000170540	4
ENSG00000170542	3
ENSG00000170571	2
ENSG00000170684	2
ENSG00000170802	2
ENSG00000170836	1
ENSG00000170873	3
ENSG00000170921	5
ENSG00000171208	2
ENSG00000171298	5
ENSG00000171310	2
ENSG00000171428	2
ENSG00000171657	4
ENSG00000171700	5
ENSG00000171853	5
ENSG00000171860	2
ENSG00000171862	2
ENSG00000172183	3
ENSG00000172216	4
ENSG00000172269	2
ENSG00000172350	4
ENSG00000172572	2
ENSG00000172809	4
ENSG00000172819	2
ENSG00000172889	4
ENSG00000172915	1
ENSG00000172936	5
ENSG00000172985	2
ENSG00000173020	5
ENSG00000173065	5
ENSG00000173120	1
ENSG00000173193	1
ENSG00000173198	5
ENSG00000173230	1
ENSG00000173451	3
ENSG00000173611	2
ENSG00000173706	1
ENSG00000173757	3
ENSG00000173762	5
ENSG00000173801	1
ENSG00000173812	4
ENSG00000173821	1
ENSG00000173846	3
ENSG00000174080	5
ENSG00000174130	2
ENSG00000174243	5
ENSG00000174282	5
ENSG00000174437	2
ENSG00000174444	4
ENSG00000174516	5
ENSG00000174600	2
ENSG00000174705	3
ENSG00000174780	4
ENSG00000174977	1
ENSG00000175040	3
ENSG00000175061	4
ENSG00000175115	5
ENSG00000175130	3
ENSG00000175416	2
ENSG00000175463	5
ENSG00000175467	5
ENSG00000175538	5
ENSG00000175592	3
ENSG00000175662	5
ENSG00000175793	4
ENSG00000175874	5
ENSG00000176022	1
ENSG00000176049	5
ENSG00000176142	2
ENSG00000176165	4
ENSG00000176170	3
ENSG00000176171	3
ENSG00000176658	2
ENSG00000176788	3
ENSG00000177096	4
ENSG00000177191	2
ENSG00000177409	1
ENSG00000177485	4
ENSG00000177628	2
ENSG00000177675	2
ENSG00000177706	2
ENSG00000177728	5
ENSG00000177954	4
ENSG00000178199	2
ENSG00000178502	5
ENSG00000178573	2
ENSG00000178623	3
ENSG00000178719	4
ENSG00000178741	2
ENSG00000179144	1
ENSG00000179218	2
ENSG00000179241	2
ENSG00000179331	2
ENSG00000179344	4
ENSG00000179593	4
ENSG00000179630	2
ENSG00000179639	4
ENSG00000180008	2
ENSG00000180329	2
ENSG00000180340	2
ENSG00000181374	1
ENSG00000181396	5
ENSG00000181467	2
ENSG00000181744	2
ENSG00000181804	1
ENSG00000182022	3
ENSG00000182095	5
ENSG00000182158	5
ENSG00000182197	1
ENSG00000182325	4
ENSG00000182372	2
ENSG00000182831	2
ENSG00000182885	3
ENSG00000183020	2
ENSG00000183044	5
ENSG00000183087	2
ENSG00000183091	2
ENSG00000183283	2
ENSG00000183291	2
ENSG00000183307	2
ENSG00000183323	5
ENSG00000183486	1
ENSG00000183684	2
ENSG00000183688	3
ENSG00000183779	2
ENSG00000184014	5
ENSG00000184060	2
ENSG00000184164	2
ENSG00000184216	2
ENSG00000184232	2
ENSG00000184441	4
ENSG00000184500	5
ENSG00000184557	3
ENSG00000184634	5
ENSG00000184752	2
ENSG00000184979	1
ENSG00000184988	2
ENSG00000185070	4
ENSG00000185313	4
ENSG00000185338	1
ENSG00000185650	2
ENSG00000185669	5
ENSG00000185745	1
ENSG00000185880	1
ENSG00000185885	1
ENSG00000185909	5
ENSG00000185950	5
ENSG00000186222	4
ENSG00000186350	5
ENSG00000186407	3
ENSG00000186469	3
ENSG00000186496	5
ENSG00000186635	5
ENSG00000186665	2
ENSG00000186806	2
ENSG00000187109	4
ENSG00000187474	2
ENSG00000187514	2
ENSG00000187605	2
ENSG00000187608	1
ENSG00000188157	5
ENSG00000188215	1
ENSG00000188483	2
ENSG00000188641	2
ENSG00000188811	1
ENSG00000189060	2
ENSG00000189067	3
ENSG00000189159	5
ENSG00000196126	5
ENSG00000196141	5
ENSG00000196187	5
ENSG00000196329	1
ENSG00000196405	5
ENSG00000196549	5
ENSG00000196562	3
ENSG00000196576	5
ENSG00000196935	3
ENSG00000197043	2
ENSG00000197093	2
ENSG00000197128	1
ENSG00000197136	2
ENSG00000197208	1
ENSG00000197249	5
ENSG00000197321	5
ENSG00000197405	3
ENSG00000197461	3
ENSG00000197471	5
ENSG00000197586	1
ENSG00000197746	5
ENSG00000197780	2
ENSG00000197971	5
ENSG00000198034	4
ENSG00000198113	2
ENSG00000198265	2
ENSG00000198625	1
ENSG00000198668	2
