gene	cluster
ENSMUSG00000032435	3
ENSMUSG00000032498	3
ENSMUSG00000032609	3
ENSMUSG00000033323	3
ENSMUSG00000033364	3
ENSMUSG00000033444	3
ENSMUSG00000033713	3
ENSMUSG00000034021	3
ENSMUSG00000034154	3
ENSMUSG00000034218	3
ENSMUSG00000034290	3
ENSMUSG00000035086	3
ENSMUSG00000036432	3
ENSMUSG00000037214	3
ENSMUSG00000037286	3
ENSMUSG00000038241	3
ENSMUSG00000038344	3
ENSMUSG00000038806	3
ENSMUSG00000038902	3
ENSMUSG00000038990	3
ENSMUSG00000039630	3
ENSMUSG00000039781	3
ENSMUSG00000040021	3
ENSMUSG00000040250	3
ENSMUSG00000040274	3
ENSMUSG00000040760	3
ENSMUSG00000040860	3
ENSMUSG00000040943	3
ENSMUSG00000041096	3
ENSMUSG00000041133	3
ENSMUSG00000041229	3
ENSMUSG00000041238	3
ENSMUSG00000041408	3
ENSMUSG00000041769	3
ENSMUSG00000042129	3
ENSMUSG00000042506	3
ENSMUSG00000042508	3
ENSMUSG00000042688	3
ENSMUSG00000042750	3
ENSMUSG00000043065	3
ENSMUSG00000044156	3
ENSMUSG00000044345	3
ENSMUSG00000045038	3
ENSMUSG00000046010	3
ENSMUSG00000046691	3
ENSMUSG00000046731	3
ENSMUSG00000047126	3
ENSMUSG00000047777	3
ENSMUSG00000051586	3
ENSMUSG00000052087	3
ENSMUSG00000055024	3
ENSMUSG00000057110	3
ENSMUSG00000058013	3
ENSMUSG00000060445	3
ENSMUSG00000060475	3
ENSMUSG00000066306	3
ENSMUSG00000066440	3
ENSMUSG00000066842	3
ENSMUSG00000070923	3
ENSMUSG00000074698	3
ENSMUSG00000078762	3
ENSMUSG00000079555	3
ENSMUSG00000096255	3
ENSMUSG00000098374	3
