id	Group
AM_1_1	Young-Young
AM_1_2	Young-Young
AM_1_7	Young-Young
AM_1_8	Young-Young
AM_2_10	Young-Young
AM_2_3	Young-Young
AM_2_4	Young-Young
AM_2_9	Young-Young
AM_3_5	Young-Young
AM_3_6	Young-Young
AM_1_5	Young-Old
AM_2_7	Young-Old
AM_3_3	Young-Old
AM_3_9	Young-Old
AM_1_6	Young-Old
AM_2_8	Young-Old
AM_3_10	Young-Old
AM_3_4	Young-Old
AM_1_3	Old-Old
AM_1_4	Old-Old
AM_2_5	Old-Old
AM_2_6	Old-Old
AM_3_1	Old-Old
AM_3_2	Old-Old
AM_3_7	Old-Old
AM_3_8	Old-Old
