gene	cluster
ENSMUSG00000001228	2
ENSMUSG00000001403	2
ENSMUSG00000003484	2
ENSMUSG00000004665	2
ENSMUSG00000007613	2
ENSMUSG00000012443	2
ENSMUSG00000017144	2
ENSMUSG00000018965	2
ENSMUSG00000020205	2
ENSMUSG00000020649	2
ENSMUSG00000021196	2
ENSMUSG00000021638	2
ENSMUSG00000021756	2
ENSMUSG00000022505	2
ENSMUSG00000022512	2
ENSMUSG00000023004	2
ENSMUSG00000024008	2
ENSMUSG00000024507	2
ENSMUSG00000024556	2
ENSMUSG00000024590	2
ENSMUSG00000024907	2
ENSMUSG00000025213	2
ENSMUSG00000025745	2
ENSMUSG00000025986	2
ENSMUSG00000026065	2
ENSMUSG00000026094	2
ENSMUSG00000026202	2
ENSMUSG00000026483	2
ENSMUSG00000026981	2
ENSMUSG00000027111	2
ENSMUSG00000027134	2
ENSMUSG00000027253	2
ENSMUSG00000027306	2
ENSMUSG00000027488	2
ENSMUSG00000027715	2
ENSMUSG00000028068	2
ENSMUSG00000028864	2
ENSMUSG00000028873	2
ENSMUSG00000029254	2
ENSMUSG00000029326	2
ENSMUSG00000031015	2
ENSMUSG00000031885	2
ENSMUSG00000032135	2
ENSMUSG00000032202	2
ENSMUSG00000032254	2
ENSMUSG00000032349	2
ENSMUSG00000032554	2
ENSMUSG00000034906	2
ENSMUSG00000038212	2
ENSMUSG00000038252	2
ENSMUSG00000038943	2
ENSMUSG00000040084	2
ENSMUSG00000040093	2
ENSMUSG00000040158	2
ENSMUSG00000040565	2
ENSMUSG00000041762	2
ENSMUSG00000042106	2
ENSMUSG00000043068	2
ENSMUSG00000044674	2
ENSMUSG00000045394	2
ENSMUSG00000045414	2
ENSMUSG00000046006	2
ENSMUSG00000049932	2
ENSMUSG00000050212	2
ENSMUSG00000051811	2
ENSMUSG00000052160	2
ENSMUSG00000052384	2
ENSMUSG00000055069	2
ENSMUSG00000055723	2
ENSMUSG00000056999	2
ENSMUSG00000057722	2
ENSMUSG00000061859	2
ENSMUSG00000062210	2
ENSMUSG00000062585	2
ENSMUSG00000063358	2
ENSMUSG00000064065	2
ENSMUSG00000071637	2
ENSMUSG00000072082	2
